time,food,quantity,calories,protein,fibre,carbs,fat,date,weekday,source_sheet
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-17,Sunday,11AUG25
,300g Mixed Chicken ,,560,80.0,,,,2025-08-18,Monday,18AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-18,Monday,18AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-18,Monday,18AUG25
11:15:00,Banana Bread Slice,,270,,,,,2025-08-19,Tuesday,18AUG25
,Coffee,,100,,,,,2025-08-19,Tuesday,18AUG25
,1x HB Eggs,,77,6.3,,,,2025-08-19,Tuesday,18AUG25
,Apple,,100,,,,,2025-08-19,Tuesday,18AUG25
,Avonmore Protein Gold,,285,33.0,,,,2025-08-19,Tuesday,18AUG25
,300g Mixed Chicken ,,560,80.0,,,,2025-08-19,Tuesday,18AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-19,Tuesday,18AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-19,Tuesday,18AUG25
,2x Knorr Mug Soup,,118,2.8,,,,2025-08-19,Tuesday,18AUG25
,Greek Yoghurt and Berries,,120,11.3,,,,2025-08-19,Tuesday,18AUG25
,Banana,,100,,,,,2025-08-20,Wednesday,18AUG25
,Coffee,,100,,,,,2025-08-20,Wednesday,18AUG25
,375g 0% Greeo Yoghurt,,186,31.200000000000003,,,,2025-08-20,Wednesday,18AUG25
,Berries,,100,,,,,2025-08-20,Wednesday,18AUG25
,Banana Bread,,475,5.0,,,,2025-08-20,Wednesday,18AUG25
,300g Mixed Chicken ,,560,80.0,,,,2025-08-20,Wednesday,18AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-20,Wednesday,18AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-20,Wednesday,18AUG25
,"75g Oats, 255g Greek Yoghurt, 10g Honey, 150ml Light Milk",,542,40.0,,,,2025-08-21,Thursday,18AUG25
,Banana,,100,,,,,2025-08-21,Thursday,18AUG25
,3x HB Eggs,,231,18.9,,,,2025-08-21,Thursday,18AUG25
,220g Salmon,,444.40000000000003,40.04,,,,2025-08-21,Thursday,18AUG25
,300g Mixed Chicken ,,560,80.0,,,,2025-08-21,Thursday,18AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-21,Thursday,18AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-21,Thursday,18AUG25
,100g Brocolli,,35,2.8,,,,2025-08-21,Thursday,18AUG25
,3x HB Eggs,,231,18.9,,,,2025-08-22,Friday,18AUG25
,220g Salmon,,444.40000000000003,40.04,,,,2025-08-22,Friday,18AUG25
,Donut,,250,,,,,2025-08-22,Friday,18AUG25
,Protein Bar,,200,20.0,,,,2025-08-22,Friday,18AUG25
,240g Mixed Chicken ,,448,64.0,,,,2025-08-22,Friday,18AUG25
,3x HB Eggs,,231,18.9,,,,2025-08-23,Saturday,18AUG25
,220g Salmon,,444.40000000000003,40.04,,,,2025-08-23,Saturday,18AUG25
,Jumbo Sausage,,268,11.0,,,,2025-08-23,Saturday,18AUG25
,300g Mixed Chicken ,,280,40.0,,,,2025-08-23,Saturday,18AUG25
,3x HB Eggs,,308,25.2,,,,2025-08-24,Sunday,18AUG25
,4x HB Eggs,,308,25.2,,,,2025-08-25,Monday,25AUG25
,Coffee,,100,,,,,2025-08-25,Monday,25AUG25
,300g Mixed Chicken ,,560,80.0,,,,2025-08-25,Monday,25AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-25,Monday,25AUG25
,"50g Red Lentil, 50g Brown LG rice",,350,12.0,,,,2025-08-25,Monday,25AUG25
,Brocolli,,35,2.0,,,,2025-08-25,Monday,25AUG25
,2x Shake,,224,50.0,,,,2025-08-25,Monday,25AUG25
,140ml Broth,,130,22.0,,,,2025-08-25,Monday,25AUG25
12:00:00,Banana and Honey,,200,,,,,2025-08-26,Tuesday,25AUG25
14:00:00,4x HB Eggs,,308,25.2,,,,2025-08-26,Tuesday,25AUG25
,Coffee,,100,,,,,2025-08-26,Tuesday,25AUG25
,"60g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,425,24.3,,,,2025-08-26,Tuesday,25AUG25
17:30:00,300g Mixed Chicken ,,560,80.0,,,,2025-08-26,Tuesday,25AUG25
,"80g Brown Rice, 80g Red Lentils",,560,19.200000000000003,,,,2025-08-26,Tuesday,25AUG25
,Brocolli,,35,2.0,,,,2025-08-26,Tuesday,25AUG25
20:30:00,Shake,,112,25.0,,,,2025-08-26,Tuesday,25AUG25
23:45:00,280ml Broth,,260,44.0,,,,2025-08-26,Tuesday,25AUG25
09:15:00,Breakfast,,715,25.0,,,,2025-08-27,Wednesday,25AUG25
,Bar,,215,23.0,,,,2025-08-27,Wednesday,25AUG25
,Shake,,290,50.0,,,,2025-08-27,Wednesday,25AUG25
14:00:00,1x HB Eggs,,77,6.3,,,,2025-08-27,Wednesday,25AUG25
,300g Mixed Chicken ,,560,80.0,,,,2025-08-27,Wednesday,25AUG25
,"80g Brown Rice, 80g Red Lentils",,560,19.200000000000003,,,,2025-08-27,Wednesday,25AUG25
,Brocolli,,35,2.0,,,,2025-08-27,Wednesday,25AUG25
23:45:00,93ml Broth,,86.49000000000001,13.950000000000001,,,,2025-08-27,Wednesday,25AUG25
,"60g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,425,24.3,,,,2025-08-28,Thursday,25AUG25
,Banana,,100,,,,,2025-08-28,Thursday,25AUG25
,4x HB Eggs,,462,37.8,,,,2025-08-28,Thursday,25AUG25
,300g Mixed Chicken ,,560,80.0,,,,2025-08-28,Thursday,25AUG25
,"80g Brown Rice, 80g Red Lentils",,560,19.200000000000003,,,,2025-08-28,Thursday,25AUG25
,Brocolli,,35,2.0,,,,2025-08-28,Thursday,25AUG25
,Shake,,,25.0,,,,2025-08-28,Thursday,25AUG25
23:45:00,93ml Broth,,86.49000000000001,13.950000000000001,,,,2025-08-28,Thursday,25AUG25
,280g Sweet Potato,,250,4.5,,,,2025-08-29,Friday,25AUG25
,"60g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,425,24.3,,,,2025-08-29,Friday,25AUG25
,4x HB Eggs,,308,25.2,,,,2025-08-29,Friday,25AUG25
,300g Mixed Chicken ,,560,80.0,,,,2025-08-29,Friday,25AUG25
,"80g Brown Rice, 80g Red Lentils",,560,19.200000000000003,,,,2025-08-29,Friday,25AUG25
23:45:00,93ml Broth,,86.49000000000001,13.950000000000001,,,,2025-08-29,Friday,25AUG25
,Shake,,112,25.0,,,,2025-08-29,Friday,25AUG25
23:45:00,93ml Broth,,86.49000000000001,13.950000000000001,,,,2025-08-30,Saturday,25AUG25
23:45:00,93ml Broth,,86.49000000000001,13.950000000000001,,,,2025-08-31,Sunday,25AUG25
,5x HB Eggs,,385,31.5,,,,2025-09-01,Monday,01SEP25
,300g Mixed Chicken ,,560,80.0,,,,2025-09-01,Monday,01SEP25
,"80g Brown Rice, 80g Red Lentils",,560,19.200000000000003,,,,2025-09-01,Monday,01SEP25
,93ml Broth,,86.49000000000001,13.950000000000001,,,,2025-09-01,Monday,01SEP25
,Shake (2x),,224,50.0,,,,2025-09-01,Monday,01SEP25
,"60g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,425,24.3,10.4,63.7,8.9,2025-09-02,Tuesday,01SEP25
,4x HB Eggs,,308,25.2,0.0,3.0,25.0,2025-09-02,Tuesday,01SEP25
,300g Mixed Chicken ,,560,80.0,0.0,0.0,14.0,2025-09-02,Tuesday,01SEP25
,"80g Brown Rice, 80g Red Lentils",,560,19.200000000000003,19.0,107.0,3.0,2025-09-02,Tuesday,01SEP25
,Sauce & Salad,,250,,,,,2025-09-02,Tuesday,01SEP25
,Shake,,112,25.0,,,,2025-09-02,Tuesday,01SEP25
,93ml Broth,,86.49000000000001,13.950000000000001,,,,2025-09-02,Tuesday,01SEP25
,"60g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,491,35.6,10.4,63.7,8.9,2025-09-03,Wednesday,01SEP25
,6x HB Eggs,,462,37.8,0.0,3.0,25.0,2025-09-03,Wednesday,01SEP25
,70g Broccoli ,,25,2.3,,,,2025-09-03,Wednesday,01SEP25
,1 Bell Pepper,,50,1.5,2.0,4.6,0.3,2025-09-03,Wednesday,01SEP25
,40g Spinach,,10,1.2,2.0,6.0,0.3,2025-09-03,Wednesday,01SEP25
,140g Carrots,,55,1.2,1.0,1.4,0.1,2025-09-03,Wednesday,01SEP25
,115g Sweet Potato,,100,2.0,3.9,13.2,0.3,2025-09-03,Wednesday,01SEP25
,300g Mixed Chicken ,,560,80.0,0.0,0.0,14.0,2025-09-03,Wednesday,01SEP25
,"80g Brown Rice, 80g Red Lentils",,560,19.200000000000003,19.0,107.0,3.0,2025-09-03,Wednesday,01SEP25
,Shake,,112,23.0,,,,2025-09-03,Wednesday,01SEP25
,93ml Broth,,86.49000000000001,13.950000000000001,,,,2025-09-03,Wednesday,01SEP25
,"60g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,493,35.6,10.4,63.7,8.9,2025-09-04,Thursday,01SEP25
,15g Chia Seeds,,64,2.9,4.9,1.3,4.2,2025-09-04,Thursday,01SEP25
,Coffee,,100,,,,,2025-09-04,Thursday,01SEP25
,6x HB Eggs,,462,37.8,0.0,3.0,25.0,2025-09-04,Thursday,01SEP25
,70g Broccoli ,,25,1.5,2.0,4.6,0.3,2025-09-04,Thursday,01SEP25
,1 Bell Pepper,,50,1.2,2.0,6.0,0.3,2025-09-04,Thursday,01SEP25
,40g Spinach,,10,1.2,1.0,1.4,0.1,2025-09-04,Thursday,01SEP25
,140g Carrots,,55,2.0,3.9,13.2,0.3,2025-09-04,Thursday,01SEP25
,115g Sweet Potato,,100,,3.6,24.0,0.2,2025-09-04,Thursday,01SEP25
,300g Mixed Chicken ,,560,80.0,0.0,0.0,14.0,2025-09-04,Thursday,01SEP25
,"80g Brown Rice, 80g Red Lentils",,560,19.200000000000003,19.0,107.0,3.0,2025-09-04,Thursday,01SEP25
,93ml Broth,,86.49000000000001,13.950000000000001,,,,2025-09-04,Thursday,01SEP25
,"60g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,483,35.6,10.4,63.7,8.9,2025-09-05,Friday,01SEP25
,15g Chia Seeds,,64,2.9,4.9,1.3,4.2,2025-09-05,Friday,01SEP25
,70g Broccoli ,,25,2.3,2.0,4.6,0.3,2025-09-05,Friday,01SEP25
,1 Bell Pepper,,50,1.5,2.0,6.0,0.3,2025-09-05,Friday,01SEP25
,40g Spinach,,10,1.2,1.0,1.4,0.1,2025-09-05,Friday,01SEP25
,140g Carrots,,55,1.2,3.9,13.2,0.3,2025-09-05,Friday,01SEP25
,115g Sweet Potato,,100,2.0,3.6,24.0,0.2,2025-09-05,Friday,01SEP25
,300g Mixed Chicken ,,369.6,80.0,0.0,0.0,14.0,2025-09-05,Friday,01SEP25
,"80g Brown Rice, 80g Red Lentils",,369.6,19.200000000000003,19.0,107.0,3.0,2025-09-05,Friday,01SEP25
,Fulfill White Chocolate,,200,20.0,4.6,15.1,7.6,2025-09-05,Friday,01SEP25
,93ml Broth,,86.49000000000001,13.950000000000001,0.0,0.0,0.0,2025-09-05,Friday,01SEP25
,Food,,1500,50.0,,,,2025-09-06,Saturday,01SEP25
,Tea,,50,,,,,2025-09-06,Saturday,01SEP25
,Coffee,,100,,,,,2025-09-06,Saturday,01SEP25
,"90g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,539,24.3,10.4,83.80000000000001,8.9,2025-09-07,Sunday,01SEP25
,Snacks,,655,20.0,,,,2025-09-07,Sunday,01SEP25
,Cookie,,519,,,,,2025-09-07,Sunday,01SEP25
,1 Bell Pepper,,50,1.5,2.0,6.0,0.3,2025-09-07,Sunday,01SEP25
,40g Spinach,,10,1.2,1.0,1.4,0.1,2025-09-07,Sunday,01SEP25
,200g Steak,,300,45.6,,,,2025-09-07,Sunday,01SEP25
,150g Sw Pot,,130.43478260869566,,,,,2025-09-07,Sunday,01SEP25
,120g Carrots,,47.14285714285714,,,,,2025-09-07,Sunday,01SEP25
,"90g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,607,35.6,10.4,63.7,8.9,2025-09-08,Monday,08SEP25
,15g Chia Seeds,,64,2.9,4.9,1.3,4.2,2025-09-08,Monday,08SEP25
,Cookie,,365,,,,,2025-09-08,Monday,08SEP25
,70g Broccoli ,,25,2.3,2.0,4.6,0.3,2025-09-08,Monday,08SEP25
,1 Bell Pepper,,50,1.5,2.0,6.0,0.3,2025-09-08,Monday,08SEP25
,40g Spinach,,10,1.2,1.0,1.4,0.1,2025-09-08,Monday,08SEP25
,140g Carrots,,55,1.2,3.9,13.2,0.3,2025-09-08,Monday,08SEP25
,115g Sweet Potato,,100,2.0,3.6,24.0,0.2,2025-09-08,Monday,08SEP25
,300g Mixed Chicken ,,369.6,80.0,0.0,0.0,14.0,2025-09-08,Monday,08SEP25
,"80g Brown Rice, 80g Red Lentils",,369.6,19.200000000000003,19.0,107.0,3.0,2025-09-08,Monday,08SEP25
,Soup,,600,15.0,,,,2025-09-08,Monday,08SEP25
,2x Eggs,,154,12.6,0.0,1.2,10.0,2025-09-08,Monday,08SEP25
,Fanta,,64,,,,,2025-09-08,Monday,08SEP25
,"90g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,607,35.6,10.4,63.7,8.9,2025-09-09,Tuesday,08SEP25
,15g Chia Seeds,,64,2.9,4.9,1.3,4.2,2025-09-09,Tuesday,08SEP25
,70g Broccoli ,,25,2.3,2.0,4.6,0.3,2025-09-09,Tuesday,08SEP25
,1 Bell Pepper,,50,1.5,2.0,6.0,0.3,2025-09-09,Tuesday,08SEP25
,40g Spinach,,10,1.2,1.0,1.4,0.1,2025-09-09,Tuesday,08SEP25
,140g Carrots,,55,1.2,3.9,13.2,0.3,2025-09-09,Tuesday,08SEP25
,115g Sweet Potato,,100,2.0,3.6,24.0,0.2,2025-09-09,Tuesday,08SEP25
,300g Mixed Chicken ,,369.6,80.0,0.0,0.0,14.0,2025-09-09,Tuesday,08SEP25
,"80g Brown Rice, 80g Red Lentils",,369.6,19.200000000000003,19.0,107.0,3.0,2025-09-09,Tuesday,08SEP25
,70g Broccoli ,,25,2.3,2.0,4.6,0.3,2025-09-11,Thursday,08SEP25
,1 Bell Pepper,,50,1.5,2.0,6.0,0.3,2025-09-11,Thursday,08SEP25
,40g Spinach,,10,1.2,1.0,1.4,0.1,2025-09-11,Thursday,08SEP25
,140g Carrots,,55,1.2,3.9,13.2,0.3,2025-09-11,Thursday,08SEP25
,300g Potato,,230,6.0,,,,2025-09-11,Thursday,08SEP25
,300g Mixed Chicken ,,550,80.0,0.0,0.0,14.0,2025-09-11,Thursday,08SEP25
,"80g Brown Rice, 80g Red Lentils",,570,19.200000000000003,19.0,107.0,3.0,2025-09-11,Thursday,08SEP25
,"90g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,607,35.6,10.4,63.7,8.9,2025-09-12,Friday,08SEP25
,15g Chia Seeds,,64,2.9,4.9,1.3,4.2,2025-09-12,Friday,08SEP25
,Sauce,,200,,,,,2025-09-12,Friday,08SEP25
,70g Broccoli ,,25,2.3,2.0,4.6,0.3,2025-09-12,Friday,08SEP25
,40g Spinach,,10,1.2,1.0,1.4,0.1,2025-09-12,Friday,08SEP25
,300g Mixed Chicken ,,550,80.0,0.0,0.0,14.0,2025-09-12,Friday,08SEP25
,"80g Brown Rice, 80g Red Lentils",,570,19.200000000000003,19.0,107.0,3.0,2025-09-12,Friday,08SEP25
,"90g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,607,35.6,10.4,63.7,8.9,2025-09-15,Monday,15SEP25
,15g Chia Seeds,,64,2.9,4.9,1.3,4.2,2025-09-15,Monday,15SEP25
,Cookie,,365,,,,,2025-09-15,Monday,15SEP25
,70g Broccoli ,,25,2.3,2.0,4.6,0.3,2025-09-15,Monday,15SEP25
,1 Bell Pepper,,50,1.5,2.0,6.0,0.3,2025-09-15,Monday,15SEP25
,40g Spinach,,10,1.2,1.0,1.4,0.1,2025-09-15,Monday,15SEP25
,140g Carrots,,55,1.2,3.9,13.2,0.3,2025-09-15,Monday,15SEP25
,115g Sweet Potato,,100,2.0,3.6,24.0,0.2,2025-09-15,Monday,15SEP25
,300g Mixed Chicken ,,369.6,80.0,0.0,0.0,14.0,2025-09-15,Monday,15SEP25
,"80g Brown Rice, 80g Red Lentils",,369.6,19.200000000000003,19.0,107.0,3.0,2025-09-15,Monday,15SEP25
,"90g Oats, 125g Greek Yoghurt 0%, 150ml Whole Milk, 70g Frozen Berries",,607,35.6,10.4,63.7,8.9,2025-09-16,Tuesday,15SEP25
,15g Chia Seeds,,64,2.9,4.9,1.3,4.2,2025-09-16,Tuesday,15SEP25
